Name	Executed	Execution Count
Method(Integer>>#as32BitSignedValue)	false	0
Method(Integer>>#as32BitUnsignedValue)	false	0
Method(Integer>>#asString)	true	1
Method(Integer>>#between:and:)	false	0
Method(Integer>>#bitOr:)	false	0
Method(Integer>>#bitXor:)	false	0
Method(Integer>>#compareTo:)	false	0
Method(Integer>>#downTo:by:do:)	true	362200
Method(Integer>>#downTo:do:)	true	362200
Method(Integer>>#fromString:)	false	0
Method(Integer>>#hashcode)	false	0
Method(Integer>>#max:)	true	20160
Method(Integer>>#min:)	false	0
Method(Integer>>#negated)	true	10
Method(Integer>>#negative)	false	0
Method(Integer>>#rem:)	false	0
Method(Integer>>#round)	false	0
Method(Integer>>#sqrt)	false	0
Method(Integer>>#timesRepeat:)	true	440
Method(Integer>>#to:)	true	4
Method(Integer>>#to:by:do:)	true	2236326
Method(Integer>>#to:do:)	true	2236316
Method(Integer>>#~=)	false	0
Method(JenkinsRandom>>#next)	false	0
Method(JsonArray>>#=)	false	0
Method(JsonArray>>#add:)	true	2793
Method(JsonArray>>#addBoolean:)	false	0
Method(JsonArray>>#addDouble:)	false	0
Method(JsonArray>>#addInteger:)	false	0
Method(JsonArray>>#addString:)	false	0
Method(JsonArray>>#asArray)	true	1
Method(JsonArray>>#at:)	false	0
Method(JsonArray>>#at:put:)	false	0
Method(JsonArray>>#at:putBoolean:)	false	0
Method(JsonArray>>#at:putDouble:)	false	0
Method(JsonArray>>#at:putInteger:)	false	0
Method(JsonArray>>#at:putString:)	false	0
Method(JsonArray>>#hashcode)	false	0
Method(JsonArray>>#isArray)	true	1
Method(JsonArray>>#isEmpty)	false	0
Method(JsonArray>>#readFrom:)	false	0
Method(JsonArray>>#removeAt:)	false	0
Method(JsonArray>>#size)	true	1
Method(JsonLiteral>>#=)	false	0
Method(JsonLiteral>>#asBoolean)	false	0
Method(JsonLiteral>>#asString)	false	0
Method(JsonLiteral>>#hashcode)	false	0
Method(JsonLiteral>>#isBoolean)	false	0
Method(JsonNumber>>#=)	false	0
Method(JsonNumber>>#asDouble)	false	0
Method(JsonNumber>>#asInteger)	false	0
Method(JsonNumber>>#asString)	false	0
Method(JsonNumber>>#hashcode)	false	0
Method(JsonNumber>>#isNumber)	false	0
Method(JsonObject>>#=)	false	0
Method(JsonObject>>#add:with:)	true	598
Method(JsonObject>>#add:withBoolean:)	false	0
Method(JsonObject>>#add:withNumber:)	false	0
Method(JsonObject>>#add:withString:)	false	0
Method(JsonObject>>#asObject)	true	3
Method(JsonObject>>#at:)	true	3
Method(JsonObject>>#at:asBooleanWith:)	false	0
Method(JsonObject>>#at:asDoubleWith:)	false	0
Method(JsonObject>>#at:asIntegerWith:)	false	0
Method(JsonObject>>#at:asStringWith:)	false	0
Method(JsonObject>>#at:put:)	false	0
Method(JsonObject>>#at:putBoolean:)	false	0
Method(JsonObject>>#at:putNumber:)	false	0
Method(JsonObject>>#at:putString:)	false	0
Method(JsonObject>>#hashcode)	false	0
Method(JsonObject>>#indexOf:)	true	3
Method(JsonObject>>#isEmpty)	false	0
Method(JsonObject>>#isObject)	true	2
Method(JsonObject>>#readFrom:)	false	0
Method(JsonObject>>#remove:)	false	0
Method(JsonObject>>#size)	false	0
Method(JsonObject>>#updateHashIndex)	false	0
Method(JsonParser>>#endCapture)	true	2661
Method(JsonParser>>#error:)	false	0
Method(JsonParser>>#expected:)	false	0
Method(JsonParser>>#isDigit)	true	2543
Method(JsonParser>>#isEndOfText)	true	1
Method(JsonParser>>#isWhiteSpace)	true	8690
Method(JsonParser>>#parse)	true	1
Method(JsonParser>>#pauseCapture)	false	0
Method(JsonParser>>#read)	true	25821
Method(JsonParser>>#readArray)	true	553
Method(JsonParser>>#readArrayElement:)	true	2793
Method(JsonParser>>#readChar:)	true	10116
Method(JsonParser>>#readDigit)	true	2543
Method(JsonParser>>#readEscape)	false	0
Method(JsonParser>>#readEscapeChar)	false	0
Method(JsonParser>>#readExponent)	true	712
Method(JsonParser>>#readFalse)	true	3
Method(JsonParser>>#readFraction)	true	712
Method(JsonParser>>#readName)	true	598
Method(JsonParser>>#readNull)	true	590
Method(JsonParser>>#readNumber)	true	712
Method(JsonParser>>#readObject)	true	157
Method(JsonParser>>#readObjectKeyValuePair:)	true	598
Method(JsonParser>>#readRequiredChar:)	true	1860
Method(JsonParser>>#readString)	true	1351
Method(JsonParser>>#readStringInternal)	true	1949
Method(JsonParser>>#readTrue)	true	26
Method(JsonParser>>#readValue)	true	3392
Method(JsonParser>>#skipWhiteSpace)	true	8690
Method(JsonParser>>#startCapture)	true	2661
Method(JsonString>>#=)	false	0
Method(JsonString>>#asString)	false	0
Method(JsonString>>#hashcode)	false	0
Method(JsonString>>#isString)	false	0
Method(JsonValue>>#asArray)	false	0
Method(JsonValue>>#asBoolean)	false	0
Method(JsonValue>>#asDouble)	false	0
Method(JsonValue>>#asInteger)	false	0
Method(JsonValue>>#asObject)	false	0
Method(JsonValue>>#asString)	false	0
Method(JsonValue>>#boolean:)	false	0
Method(JsonValue>>#cutOffPointZero:)	false	0
Method(JsonValue>>#double:)	false	0
Method(JsonValue>>#integer:)	false	0
Method(JsonValue>>#isArray)	false	0
Method(JsonValue>>#isBoolean)	false	0
Method(JsonValue>>#isFalse)	false	0
Method(JsonValue>>#isNull)	false	0
Method(JsonValue>>#isNumber)	false	0
Method(JsonValue>>#isObject)	false	0
Method(JsonValue>>#isString)	false	0
Method(JsonValue>>#isTrue)	false	0
Method(JsonValue>>#readFrom:)	false	0
Method(JsonValue>>#string:)	false	0
Method(JsonValue>>#writeOn:)	false	0
Method(JsonValue>>#writeTo:)	false	0
Method(Json>>#newInstance)	true	1
Method(Json>>#setupVerifiedRun:)	true	1
Method(Json>>#RapBenchmarkMinified)	true	1
Method(Json>>#benchmark)	true	1
Method(Json>>#verifyResult:)	true	1
Method(Kernel>>#signalArgumentError:)	false	0
Method(Kernel>>#signalNotAValueWith:)	false	0
Method(Kernel>>#signalTOCannotBeValues:)	false	0
Method(ListElement>>#length)	true	1000
Method(List>>#newInstance)	true	1
Method(List>>#setupVerifiedRun:)	true	1
Method(List>>#benchmark)	true	100
Method(List>>#isShorter:than:)	true	280900
Method(List>>#makeList:)	true	3400
Method(List>>#talkWithX:withY:withZ:)	true	280900
Method(List>>#verifyResult:)	true	100
Method(Loop>>#benchmark)	true	10
Method(Loop>>#newInstance)	true	1
Method(Loop>>#setupVerifiedRun:)	true	1
Method(Loop>>#singleRun)	true	2000
Method(Loop>>#verifyResult:)	true	10
Method(Mandelbrot>>#newInstance)	true	1
Method(Mandelbrot>>#setupVerifiedRun:)	true	1
Method(Mandelbrot>>#innerBenchmarkLoop:numThreads:)	true	1
Method(Mandelbrot>>#mandelbrot:)	true	1
Method(Mandelbrot>>#verify:inner:)	true	1
Method(MessageNotUnderstood>>#asString)	false	0
Method(MethodMirror>>#asString)	false	0
Method(MethodMirror>>#holder)	false	0
Method(MethodMirror>>#invokeOn:with:)	false	0
Method(MethodMirror>>#name)	false	0
Method(Mutex>>#critical:)	false	0
Method(Mutex>>#isLocked)	false	0
Method(Mutex>>#lock)	false	0
Method(Mutex>>#new)	false	0
Method(Mutex>>#newCondition)	false	0
Method(Mutex>>#unlock)	false	0
Method(NBodySystem>>#advance:)	true	250000
Method(NBodySystem>>#createBodies)	true	1
Method(NBodySystem>>#energy)	true	1
Method(NBody>>#newInstance)	true	1
Method(NBody>>#setupVerifiedRun:)	true	1
Method(NBody>>#innerBenchmarkLoop:numThreads:)	true	1
Method(Nil>>#==)	false	0
Method(Nil>>#asString)	false	0
Method(Nil>>#ifNil:)	false	0
Method(Nil>>#ifNil:ifNotNil:)	false	0
Method(Nil>>#ifNotNil:)	false	0
Method(Nil>>#isNil)	false	0
Method(Nil>>#notNil)	false	0
Method(Nil>>#~=)	false	0
Method(NoReportingRun>>#reportBenchmark:result:)	false	0
Method(NoReportingRun>>#runBenchmark)	true	36
Method(Node>>#create)	true	67305
Method(NonLocalReturn>>#benchmark)	true	10
Method(NonLocalReturn>>#first:)	true	2000
Method(NonLocalReturn>>#newInstance)	true	1
Method(NonLocalReturn>>#nlr)	true	2000
Method(NonLocalReturn>>#second:)	true	2000
Method(NonLocalReturn>>#setupVerifiedRun:)	true	1
Method(NonLocalReturn>>#third:)	true	2000
Method(NonLocalReturn>>#verifyResult:)	true	10
Method(NotAValue>>#asString)	false	0
Method(ObjectLiterals2>>#benchmark)	true	1
Method(ObjectLiterals2>>#inc)	true	1000
Method(ObjectLiterals2>>#newInstance)	true	1
Method(ObjectLiterals2>>#setupVerifiedRun:)	true	1
Method(ObjectLiterals2>>#verifyResult:)	true	1
Method(ObjectLiterals3>>#benchmark)	true	1
Method(ObjectLiterals3>>#inc:)	true	1000
Method(ObjectLiterals3>>#newInstance)	true	1
Method(ObjectLiterals3>>#setupVerifiedRun:)	true	1
Method(ObjectLiterals3>>#verifyResult:)	true	1
Method(ObjectLiterals>>#benchmark)	true	1
Method(ObjectLiterals>>#newInstance)	true	1
Method(ObjectLiterals>>#setupVerifiedRun:)	true	1
Method(ObjectLiterals>>#verifyResult:)	true	1
Method(ObjectMirror>>#classMirror)	false	0
Method(ObjectMirror>>#className)	false	0
Method(ObjectMirror>>#isValue)	false	0
Method(ObjectMirror>>#perform:)	true	200022
Method(ObjectMirror>>#perform:withArguments:)	false	0
Method(ObjectMirror>>#respondsTo:)	false	0
Method(ObjectMirror>>#slotValue:)	false	0
Method(ObjectMirror>>#slotValue:put:)	false	0
Method(Object>>#==)	false	0
Method(Object>>#~=)	false	0
Method(OuterConstLoop>>#benchmark)	true	10
Method(OuterConstLoop>>#newInstance)	true	1
Method(OuterConstLoop>>#setupVerifiedRun:)	true	1
Method(OuterConstLoop>>#verifyResult:)	true	10
Method(Packet>>#asString)	false	0
Method(Pair>>#error:)	false	0
Method(Pair>>#resolve:)	false	0
Method(Pair>>#print)	false	0
Method(Pair>>#println)	false	0
Method(ParseException>>#asString)	false	0
Method(Permute>>#newInstance)	true	1
Method(Permute>>#setupVerifiedRun:)	true	1
Method(Permute>>#benchmark)	true	100
Method(Permute>>#permute:)	true	866000
Method(Permute>>#swap:with:)	true	1007800
Method(Permute>>#verifyResult:)	true	100
Method(Plan>>#execute)	true	14000
Method(Planner>>#addConstraintsConsuming:to:)	true	24000
Method(Planner>>#addPropagate:mark:)	true	13100
Method(Planner>>#chainTest:)	true	100
Method(Planner>>#changeVar:newValue:)	true	400
Method(Planner>>#constraintsConsuming:do:)	true	6700
Method(Planner>>#extractPlanFromConstraints:)	true	500
Method(Planner>>#extractPlanFromVariables:)	false	0
Method(Planner>>#incrementalAdd:)	true	6900
Method(Planner>>#incrementalRemove:)	true	500
Method(Planner>>#makePlan:)	true	500
Method(Planner>>#newMark)	true	7400
Method(Planner>>#projectionTest:)	true	100
Method(Planner>>#propagateFrom:)	false	0
Method(Planner>>#removePropagateFrom:)	true	500
Method(Platform>>#start)	true	1
Method(PolyMorphicBlocks>>#benchmark)	false	0
Method(PolyMorphicBlocks>>#newInstance)	false	0
Method(PolyMorphicBlocks>>#setupVerifiedRun:)	false	0
Method(PolyMorphicBlocks>>#verifyResult:)	false	0
Method(Process>>#run)	false	0
Method(Processes>>#spawn:)	false	0
Method(Processes>>#spawn:with:)	false	0
Method(PromiseGroup>>#,)	false	0
Method(PromiseGroup>>#all)	false	0
Method(PromiseGroup>>#do:)	false	0
Method(PromiseGroup>>#ensure:)	false	0
Method(PromiseGroup>>#for:)	false	0
Method(PromiseGroup>>#onError:)	false	0
Method(PromiseGroup>>#whenResolved:)	false	0
Method(PromiseGroup>>#whenResolved:onError:)	false	0
Method(Promise>>#,)	false	0
Method(Promise>>#ensure:)	false	0
Method(Promise>>#onError:)	false	0
Method(Promise>>#whenResolved:)	false	0
Method(Promise>>#whenResolved:onError:)	false	0
Method(Queens>>#newInstance)	true	1
Method(Queens>>#setupVerifiedRun:)	true	1
Method(Queens>>#benchmark)	true	100
Method(Queens>>#placeQueen:)	true	113000
Method(Queens>>#queens)	true	1000
Method(Queens>>#row:column:)	true	876000
Method(Queens>>#row:column:put:)	true	218000
Method(Queens>>#verifyResult:)	true	100
Method(QuickSort>>#dataSize)	true	200
Method(QuickSort>>#newInstance)	true	1
Method(QuickSort>>#setupVerifiedRun:)	true	1
Method(QuickSort>>#sort:)	true	100
Method(QuickSort>>#sort:low:high:)	true	69900
Method(RBObject>>#append:head:)	true	20114
Method(Random>>#new)	true	500
Method(Random>>#next)	true	642600
Method(Recurse>>#benchmark)	true	10
Method(Recurse>>#newInstance)	true	1
Method(Recurse>>#recurse:)	true	163830
Method(Recurse>>#setupVerifiedRun:)	true	1
Method(Recurse>>#verifyResult:)	true	10
Method(Resolver>>#error:)	false	0
Method(Resolver>>#resolve:)	false	0
Method(RichardsBenchmarks>>#createDevice:priority:work:state:)	true	2
Method(RichardsBenchmarks>>#createHandler:priority:work:state:)	true	2
Method(RichardsBenchmarks>>#createIdler:priority:work:state:)	true	1
Method(RichardsBenchmarks>>#createPacket:identity:kind:)	true	8
Method(RichardsBenchmarks>>#createTask:priority:work:state:function:data:)	true	6
Method(RichardsBenchmarks>>#createWorker:priority:work:state:)	true	1
Method(RichardsBenchmarks>>#findTask:)	true	33245
Method(RichardsBenchmarks>>#holdSelf)	true	9297
Method(RichardsBenchmarks>>#initScheduler)	true	1
Method(RichardsBenchmarks>>#initTrace)	true	1
Method(RichardsBenchmarks>>#queuePacket:)	true	23246
Method(RichardsBenchmarks>>#release:)	true	9999
Method(RichardsBenchmarks>>#schedule)	true	1
Method(RichardsBenchmarks>>#start)	true	1
Method(RichardsBenchmarks>>#trace:)	false	0
Method(RichardsBenchmarks>>#wait)	true	23248
Method(Richards>>#newInstance)	true	1
Method(Richards>>#setupVerifiedRun:)	true	1
Method(Richards>>#benchmark)	true	1
Method(Richards>>#verifyResult:)	true	1
Method(Run>>#doRuns:)	true	36
Method(Run>>#doWarmup:)	false	0
Method(Run>>#measure:)	true	1276
Method(Run>>#print:run:)	false	0
Method(Run>>#printTotal)	false	0
Method(Run>>#reportBenchmark)	false	0
Method(Run>>#runBenchmark)	false	0
Method(ScaleConstraint>>#addToGraph)	true	2000
Method(ScaleConstraint>>#execute)	true	48400
Method(ScaleConstraint>>#inputsDo:)	true	6400
Method(ScaleConstraint>>#recalculate)	true	10600
Method(ScaleConstraint>>#removeFromGraph)	false	0
Method(SeqCltnReadStream>>#accumulateUntil:)	false	0
Method(SeqCltnReadStream>>#actualNext)	false	0
Method(SeqCltnReadStream>>#at:)	false	0
Method(SeqCltnReadStream>>#atEnd)	false	0
Method(SeqCltnReadStream>>#initCollection:)	false	0
Method(SeqCltnReadStream>>#next)	false	0
Method(SeqCltnReadStream>>#nextFromPeek)	false	0
Method(SeqCltnReadStream>>#nextIfAbsent:)	false	0
Method(SeqCltnReadStream>>#on:)	false	0
Method(SeqCltnReadStream>>#over:)	false	0
Method(SeqCltnReadStream>>#peek)	false	0
Method(SeqCltnReadStream>>#peekIfAbsent:)	false	0
Method(SeqCltnReadStream>>#peekVal)	false	0
Method(SeqCltnReadStream>>#position:)	false	0
Method(SeqCltnReadStream>>#size)	false	0
Method(SeqCltnReadWriteStream>>#accumulateUntil:)	false	0
Method(SeqCltnReadWriteStream>>#actualNext)	false	0
Method(SeqCltnReadWriteStream>>#at:)	false	0
Method(SeqCltnReadWriteStream>>#atEnd)	false	0
Method(SeqCltnReadWriteStream>>#collection)	false	0
Method(SeqCltnReadWriteStream>>#initBuffer:)	false	0
Method(SeqCltnReadWriteStream>>#next)	false	0
Method(SeqCltnReadWriteStream>>#nextFromPeek)	false	0
Method(SeqCltnReadWriteStream>>#nextIfAbsent:)	false	0
Method(SeqCltnReadWriteStream>>#on:)	false	0
Method(SeqCltnReadWriteStream>>#on:numElements:)	false	0
Method(SeqCltnReadWriteStream>>#over:)	false	0
Method(SeqCltnReadWriteStream>>#peek)	false	0
Method(SeqCltnReadWriteStream>>#peekIfAbsent:)	false	0
Method(SeqCltnReadWriteStream>>#peekVal)	false	0
Method(SeqCltnReadWriteStream>>#position:)	false	0
Method(SeqCltnReadWriteStream>>#put:)	false	0
Method(SeqCltnReadWriteStream>>#size)	false	0
Method(Set>>#-)	false	0
Method(Set>>#=)	false	0
Method(Set>>#add:)	false	0
Method(Set>>#addAll:)	false	0
Method(Set>>#asString)	false	0
Method(Set>>#collect:)	false	0
Method(Set>>#contains:)	false	0
Method(Set>>#do:)	false	0
Method(Set>>#first)	false	0
Method(Set>>#intersection:)	false	0
Method(Set>>#isEmpty)	false	0
Method(Set>>#new)	false	0
Method(Set>>#println)	false	0
Method(Set>>#remove:)	false	0
Method(Set>>#removeAll)	false	0
Method(Set>>#size)	false	0
Method(Set>>#union:)	false	0
Method(Sieve>>#newInstance)	true	1
Method(Sieve>>#setupVerifiedRun:)	true	1
Method(Sieve>>#benchmark)	true	100
Method(Sieve>>#sieve:size:)	true	100
Method(Sieve>>#verifyResult:)	true	100
Method(Sort>>#benchmark)	true	300
Method(Sort>>#dataSize)	false	0
Method(Sort>>#randomArray:with:)	true	300
Method(Sort>>#sort:)	false	0
Method(Sort>>#verifyResult:)	true	200
Method(StayConstraint>>#execute)	true	2400
Method(Storage>>#newInstance)	true	1
Method(Storage>>#setupVerifiedRun:)	true	1
Method(Storage>>#benchmark)	true	100
Method(Storage>>#buildTreeDepth:with:)	true	546100
Method(Storage>>#verifyResult:)	true	100
Method(Streams>>#usingCrLfConvention)	false	0
Method(Strength>>#absoluteStrongest)	false	0
Method(Strength>>#absoluteWeakest)	true	6800
Method(Strength>>#createStrengthConstants)	true	1
Method(Strength>>#createStrengthTable)	true	1
Method(Strength>>#of:)	true	6603
Method(Strength>>#required)	true	300
Method(Strength>>#sameAs:)	true	300
Method(Strength>>#stronger:)	true	13100
Method(Strength>>#strongest:)	false	0
Method(Strength>>#weaker:)	true	24600
Method(Strength>>#weakest:)	true	20600
Method(String>>#+)	false	0
Method(String>>#=)	false	0
Method(String>>#asInteger)	false	0
Method(String>>#asString)	true	109
Method(String>>#asSymbol)	true	22
Method(String>>#beginsWith:)	false	0
Method(String>>#charAt:)	false	0
Method(String>>#codepointAt:)	false	0
Method(String>>#concatenate:)	false	0
Method(String>>#endsWith:)	false	0
Method(String>>#fromArray:)	false	0
Method(String>>#fromCodepoint:)	false	0
Method(String>>#hashcode)	true	7228
Method(String>>#includes:)	false	0
Method(String>>#indexOf:)	false	0
Method(String>>#indexOf:startingAt:)	false	0
Method(String>>#length)	false	0
Method(String>>#primSubstringFrom:to:)	false	0
Method(String>>#print)	true	36
Method(String>>#split:)	false	0
Method(String>>#substringFrom:to:)	false	0
Method(Sum>>#benchmark)	true	10
Method(Sum>>#newInstance)	true	1
Method(Sum>>#setupVerifiedRun:)	true	1
Method(Sum>>#sumFrom:to:)	true	20
Method(Sum>>#verifyResult:)	true	10
Method(Symbol>>#asString)	false	0
Method(Symbol>>#asSymbol)	false	0
Method(Symbol>>#print)	false	0
Method(System>>#apply:with:)	false	0
Method(System>>#arguments)	true	1
Method(System>>#error:)	false	0
Method(System>>#exit)	false	0
Method(System>>#exit:)	false	0
Method(System>>#export:as:)	false	0
Method(System>>#fullGC)	false	0
Method(System>>#loadModule:)	true	1
Method(System>>#loadModule:nextTo:)	true	37
Method(System>>#printNewline:)	false	0
Method(System>>#printStackTrace)	false	0
Method(System>>#printString:)	false	0
Method(System>>#ticks)	false	0
Method(System>>#time)	false	0
Method(System>>#warning:)	false	0
Method(TaskControlBlock>>#addInput:checkPriority:)	true	23246
Method(TaskControlBlock>>#runTask)	true	65790
Method(TaskState>>#isPacketPending)	true	6
Method(TaskState>>#isRunning)	false	0
Method(TaskState>>#isTaskHolding)	true	6
Method(TaskState>>#isTaskHoldingOrWaiting)	true	106604
Method(TaskState>>#isTaskWaiting)	true	6
Method(TaskState>>#isWaiting)	false	0
Method(TaskState>>#isWaitingWithPacket)	true	65790
Method(TaskState>>#packetPending)	true	8490
Method(TaskState>>#packetPending)	false	0
Method(TaskState>>#packetPending:)	true	14765
Method(TaskState>>#running)	true	14761
Method(TaskState>>#running)	true	1
Method(TaskState>>#taskHolding:)	true	19302
Method(TaskState>>#taskWaiting:)	true	23254
Method(TaskState>>#waiting)	true	2
Method(TaskState>>#waiting)	true	2
Method(TaskState>>#waitingWithPacket)	true	3
Method(TaskState>>#waitingWithPacket)	true	3
Method(Task>>#join)	false	0
Method(Task>>#new)	false	0
Method(Task>>#spawn:)	false	0
Method(Task>>#spawn:with:)	false	0
Method(Thing>>#,)	true	1
Method(Thing>>#Object)	true	3077
Method(Thing>>#Value)	true	15
Method(Thing>>#asString)	false	0
Method(Thing>>#doesNotUnderstand:arguments:)	false	0
Method(Thing>>#error:)	false	0
Method(Thing>>#escapedBlock:)	false	0
Method(Thing>>#halt)	false	0
Method(Thing>>#hashcode)	false	0
Method(Thing>>#ifNil:)	true	30525
Method(Thing>>#ifNil:ifNotNil:)	false	0
Method(Thing>>#ifNotNil:)	false	0
Method(Thing>>#isNil)	false	0
Method(Thing>>#kernel)	true	2
Method(Thing>>#notNil)	false	0
Method(Thing>>#print)	false	0
Method(Thing>>#println)	true	109
Method(Thing>>#subclassResponsibility)	false	0
Method(Thing>>#value)	true	1803090
Method(Thread>>#current)	false	0
Method(Thread>>#join)	false	0
Method(Thread>>#name)	false	0
Method(Thread>>#name:)	false	0
Method(Thread>>#new)	false	0
Method(Thread>>#spawn:)	false	0
Method(Thread>>#spawn:with:)	false	0
Method(Thread>>#yield)	false	0
Method(Towers>>#newInstance)	true	1
Method(Towers>>#setupVerifiedRun:)	true	1
Method(Towers>>#benchmark)	true	100
Method(Towers>>#buildTowerAt:disks:)	true	100
Method(Towers>>#move:disksFrom:to:)	true	819100
Method(Towers>>#moveTopDiskFrom:to:)	true	819100
Method(Towers>>#popDiskFrom:)	true	819100
Method(Towers>>#pushDisk:onPile:)	true	820500
Method(Towers>>#verifyResult:)	true	100
Method(Transaction>>#atomic:)	false	0
Method(Transcript>>#cr)	false	0
Method(Transcript>>#show:)	false	0
Method(TransferArray>>#new:withAll:)	false	0
Method(TransferObjectsCannotBeValues>>#asString)	false	0
Method(TreeNode>>#check)	true	100000
Method(TreeNode>>#insert:)	true	1115900
Method(TreeSort>>#dataSize)	true	100
Method(TreeSort>>#newInstance)	true	1
Method(TreeSort>>#setupVerifiedRun:)	true	1
Method(TreeSort>>#sort:)	true	100
Method(TreeSort>>#verifyResult:)	true	100
Method(True>>#and:)	false	0
Method(True>>#asString)	false	0
Method(True>>#ifFalse:)	false	0
Method(True>>#ifTrue:)	false	0
Method(True>>#not)	false	0
Method(True>>#or:)	false	0
Method(UnaryConstraint>>#addToGraph)	true	2600
Method(UnaryConstraint>>#chooseMethod:)	true	3200
Method(UnaryConstraint>>#execute)	false	0
Method(UnaryConstraint>>#inputsDo:)	true	3400
Method(UnaryConstraint>>#isSatisfied)	true	5400
Method(UnaryConstraint>>#markUnsatisfied)	true	800
Method(UnaryConstraint>>#recalculate)	true	2900
Method(UnaryConstraint>>#removeFromGraph)	true	1000
Method(ValueArray>>#at:)	false	0
Method(ValueArray>>#copy)	false	0
Method(ValueArray>>#new:withAll:)	false	0
Method(ValueArray>>#size)	false	0
Method(Value>>#<>)	false	0
Method(Value>>#=)	false	0
Method(Value>>#copy)	false	0
Method(Variable>>#addConstraint:)	true	14600
Method(Variable>>#removeConstraint:)	true	1000
Method(Variable>>#value:)	true	4200
Method(VectorRead>>#benchmark)	true	10
Method(VectorRead>>#newInstance)	true	1
Method(VectorRead>>#setupVerifiedRun:)	true	1
Method(VectorRead>>#singleRun)	true	200
Method(VectorRead>>#verifyResult:)	true	10
Method(Vector>>#,)	true	34
Method(Vector>>#anySatisfy:)	false	0
Method(Vector>>#append:)	true	58533
Method(Vector>>#appendAll:)	false	0
Method(Vector>>#asArray)	false	0
Method(Vector>>#asSet)	false	0
Method(Vector>>#at:)	true	203806
Method(Vector>>#at:put:)	false	0
Method(Vector>>#capacity)	true	1000
Method(Vector>>#checkIndex:)	true	203806
Method(Vector>>#collect:)	false	0
Method(Vector>>#contains:)	false	0
Method(Vector>>#detect:ifNone:)	false	0
Method(Vector>>#do:)	true	52902
Method(Vector>>#doIndexes:)	false	0
Method(Vector>>#first)	false	0
Method(Vector>>#isEmpty)	true	75500
Method(Vector>>#last)	false	0
Method(Vector>>#new)	true	2168
Method(Vector>>#println)	false	0
Method(Vector>>#remove)	false	0
Method(Vector>>#remove:)	true	1000
Method(Vector>>#removeAll)	false	0
Method(Vector>>#removeFirst)	true	30700
Method(Vector>>#select:)	false	0
Method(Vector>>#size)	true	1099
Method(Vector>>#sort:)	true	500
Method(Vector>>#sort:to:with:)	true	300
Method(Vector>>#with:)	true	13600
Method(WhileLoopPoly>>#benchmark)	true	10
Method(WhileLoopPoly>>#newInstance)	true	1
Method(WhileLoopPoly>>#setupVerifiedRun:)	true	1
Method(WhileLoopPoly>>#singleRun)	true	200
Method(WhileLoopPoly>>#verifyResult:)	true	10
Method(WhileLoop>>#benchmark)	true	10
Method(WhileLoop>>#newInstance)	true	1
Method(WhileLoop>>#setupVerifiedRun:)	true	1
Method(WhileLoop>>#singleRun)	true	200
Method(WhileLoop>>#verifyResult:)	true	10
Method(objL@607@15>>#inc)	true	1000
Method(objL@624@13>>#inc)	true	1000
Method(objL@645@13>>#inc)	true	1000
